Date,ret_msft,ret_spx,ret_tsla
2000/4/27,0.004345881,0.001773908,0.00484209
2000/4/28,-0.001573703,0.002389259,-0.001445765
2000/5/1,-0.007485873,0.002146972,0.006274368
2000/5/2,0.028185792,1.69E-05,0.02446046
2000/5/3,0.005791515,-0.002690584,-0.016853966
2000/5/4,0.008829074,0.001124849,0.0090479
2000/5/5,0.014840244,-0.000439287,0.030674556
2000/5/8,0.010498593,0.000946533,-0.019688856
2000/5/9,0.016326503,0.007759284,-0.007472687
2000/5/10,-0.013143289,0.003678054,0.024470155
2000/5/11,0.004069157,0.019282863,0.143776042
2000/5/12,-0.010684937,0.003922753,-0.018474065
2000/5/15,-0.001489889,-0.002120957,0.022094939
2000/5/16,0.005221885,-0.0080523,-0.014011055
2000/5/17,-0.000370838,0.004376081,0.192042032
2000/5/18,-0.009651237,-0.004242127,-0.044959106
2000/5/19,-0.015367396,-0.011808492,0.064194022
2000/5/22,-0.00266419,-0.001217436,0.032171592
2000/5/23,-0.008832788,-0.016205414,-0.036688154
2000/5/24,-0.009299206,0.000212163,-0.006066776
2000/5/25,0.010559469,0.015357313,0.013564089
2000/5/26,-0.005804925,0.002540373,0.036801446
2000/5/30,0.001557012,-0.001575367,0.077767156
2000/5/31,-0.023707784,-0.014284033,0.035029967
2000/6/1,0.009952409,0.014922967,0.026034105
2000/6/2,-0.004729663,-0.007468562,-0.004228921
2000/6/5,0.002375972,-0.001378859,-0.028029435
2000/6/6,-0.001975365,-0.006070217,0.029128802
2000/6/7,0.030878913,0.021616955,-0.027738382
2000/6/8,0.032641667,0.012818563,-0.058224004
2000/6/9,0.004834628,0.002603237,-0.026584515
2000/6/12,-0.006661536,-0.001298239,-0.037471887
2000/6/13,0.001117016,0.00051508,0.041240349
2000/6/14,0.013398275,0.00370176,0.025665351
2000/6/15,-0.005508694,0.003842748,-0.009885533
2000/6/16,0.009601232,0.006001642,-0.016537022
2000/6/19,-0.003291918,4.83E-05,-0.030773703
2000/6/20,0.013578109,0.000910956,-0.06612134
2000/6/21,0.008327246,-0.005122452,0.037504234
2000/6/22,0.005026929,0.006185095,0.040878503
2000/6/23,-0.003215383,0.000836804,0.017851563
2000/6/26,-0.003225931,0.002548353,0.010841505
2000/6/27,0.009349204,0.006030102,0.017665917
2000/6/28,0.004274989,0.003379555,0.011469033
2000/6/29,0.003902341,-0.001644328,-0.077842325
2000/6/30,-0.008127416,0.000612697,-0.150880865
2000/7/3,-0.002137363,0.000771324,0.033659857
2000/7/5,-0.001428048,0.001009145,0.049981093
2000/7/6,-0.004290447,-0.001508219,-0.044356293
2000/7/7,0.002154247,-0.000190789,0.004905304
2000/7/10,0.002508237,0.011314828,-0.000375153
2000/7/11,0.003931629,-0.001313062,0.001878083
2000/7/12,-0.003204023,0.00500717,0.005999419
2000/7/13,0.029285401,-0.002122958,0.039135319
2000/7/14,-0.007633137,-0.001844782,0.012912442
2000/7/17,-0.013286889,-0.001376327,0.00743629
2000/7/18,-0.003898365,0.003725127,-0.052372926
2000/7/19,0.015653005,0.00900758,0
2000/7/20,-0.012609516,-0.001710746,-0.027447878
2000/7/21,0.003902341,0.007384543,-0.01792504
2000/7/24,0.012720472,0.001376411,-0.004272298
2000/7/25,-0.006629326,-0.010115655,-0.062792299
2000/7/26,-0.004214667,-0.001294959,-0.058676643
2000/7/27,-0.011640343,0.002413546,0.018567637
2000/7/28,0.012847937,0.00583628,0.0629342
2000/7/31,0.002466525,0.000263462,0.007757924
2000/8/1,0.011599516,0.004220907,0.002836462
2000/8/2,0.003126695,0.002244306,0.006868478
2000/8/3,-0.038794766,-0.017852527,-0.03651644
2000/8/4,-0.000720582,0.007662558,0.003748464
2000/8/7,0.009376355,0.016693598,-0.00788406
2000/8/8,-0.001786402,-0.002722517,0.001254689
2000/8/9,-0.010379621,0.002354199,-0.012949221
2000/8/10,0.004339926,0.002884263,-0.007194027
2000/8/11,0.015484754,0.006240172,-0.016624055
2000/8/14,0.00283668,0.004184752,0.061551989
2000/8/15,-0.010961562,-0.002785766,-0.052266596
2000/8/16,-0.016803763,0.000749493,0.000431049
2000/8/17,-0.009091072,0.005507372,0.001291973
2000/8/18,-0.000733893,0.002384924,-0.007311606
2000/8/21,-0.004063613,-0.003234911,-0.010398555
2000/8/22,0.002225675,0.006257435,0.082749494
2000/8/23,0.007031628,0.003075691,-0.045693857
2000/8/24,-0.005512617,0.001924723,-0.017796612
2000/8/25,-0.017368644,-0.020528565,-0.056514086
2000/8/28,0,-0.006111961,-0.001829184
2000/8/29,0.006769201,-0.000994377,0.032066187
2000/8/30,-0.008217941,0.010550516,0.047936104
2000/8/31,0.001130022,0.005561086,0.011859582
2000/9/1,-0.015801448,-0.015739678,0.002092699
2000/9/5,-0.00305838,0.001615201,0.00334152
2000/9/6,0.004601831,0.017219001,0.014155039
2000/9/7,-0.009541842,-0.007378037,0.024219893
2000/9/8,-0.008863595,-0.008341233,-0.000400414
2000/9/11,0.007386847,0.008922734,-0.011227132
2000/9/12,-0.000771549,-0.001361703,0.002433059
2000/9/13,-0.01853986,-0.018870952,-0.028721482
2000/9/14,0.010625807,0.007080514,0.002498926
2000/9/15,0.000389182,-0.006049326,-0.034067503
2000/9/18,-0.011677943,-0.011200348,-0.012903214
2000/9/19,-0.023630608,-0.019494949,-0.005664701
2000/9/20,-0.000403843,0.013398229,-0.000437789
2000/9/21,0.000807028,0.004310202,0.006576056
2000/9/22,0.021371151,0.014985846,-0.010017784
2000/9/25,-0.001184256,-0.003550567,-0.023757162
2000/9/26,0.00948567,0.00291398,0.000901725
2000/9/27,0.010572012,0.009340748,0.005402981
2000/9/28,-0.007361561,0.003161137,0.018808771
2000/9/29,-0.008196628,-0.002747836,0.02197776
2000/10/2,0.003148458,0.007060045,0.028817424
2000/10/3,0.00470777,0.006684706,-0.008779224
2000/10/4,-0.008590929,-0.001829502,0.170391994
2000/10/5,0.003544951,0.004962988,-0.03927946
2000/10/6,0.002747285,0.00034521,-0.031132611
2000/10/9,0.0090016,-0.000180055,0.033681747
2000/10/10,0.014352683,0.002183678,-0.007865134
2000/10/11,0.001912242,-0.001520006,0.028312543
2000/10/12,-0.004962022,-0.004004444,-0.027533014
2000/10/13,-0.003452111,-0.00279338,-0.046054949
2000/10/16,-0.013087088,-0.007776699,-0.024535432
2000/10/17,-0.000390075,0.000190236,0.011359221
2000/10/18,-0.008193524,8.37E-05,0.008423621
2000/10/19,-0.00196706,0.003925413,0.017501787
2000/10/20,-0.011430534,-0.011017852,-0.021500807
2000/10/23,0.002790906,0.005731171,0.00519339
2000/10/24,0.024254356,0.013514947,0.023450358
2000/10/25,-0.009316664,0.005276782,0.038446584
2000/10/26,0.003526796,-0.00159267,-0.013089391
2000/10/27,0.022647108,0.008979585,0.020462308
2000/10/30,0.007254471,0.006249847,0.005569992
2000/10/31,0.012509984,0.003555424,0.021418189
2000/11/1,-0.029577293,0.002300662,-0.002169169
2000/11/2,-0.010030688,-0.001752711,-0.005434777
2000/11/3,0.005845702,-0.003379304,-0.021129553
2000/11/6,0.009686025,-0.006855309,-0.006698902
2000/11/7,-0.010360401,-0.009069836,-0.009366462
2000/11/8,0.003101689,0.00381992,0.025718431
2000/11/9,-0.001546143,0.004544164,0.02912999
2000/11/10,-0.006193962,0.008074037,0.015048366
2000/11/13,-0.012076749,-0.011111496,-0.044475809
2000/11/14,-0.001577333,0.004895437,0.022164733
2000/11/15,-0.011453298,-0.00806733,-0.004336835
2000/11/16,-0.018377898,-0.006204391,-0.03448311
2000/11/17,0.00450597,-0.000368561,-0.024059756
2000/11/20,0.006933477,0.008803799,0.015023123
2000/11/21,0.001215089,0.002177941,0.070208512
2000/11/22,-0.009304705,-0.007688268,-0.008155818
2000/11/24,-0.013066146,-0.011925585,-0.041115689
2000/11/27,-0.00082732,-0.00082738,-0.003728757
2000/11/28,0.001656312,0.003183169,0.084581083
2000/11/29,0.019842674,0.003953116,0.017253076
2000/11/30,0.003648322,0.00408092,0.002374683
2000/12/1,0.010096693,0.010592725,0.019965922
2000/12/4,-0.023190931,-0.022784644,-0.053749143
2000/12/5,-0.008596052,-0.001224835,0.008415166
2000/12/6,-0.012799548,-0.009733809,0.047635953
2000/12/7,0.004182903,-0.010760206,-0.047461294
2000/12/8,0.00208274,-0.000956407,-0.011498298
2000/12/11,-0.004987824,-0.004186875,-0.044060467
2000/12/12,0.000835168,0.00737749,0.018436429
2000/12/13,-0.010433917,-0.013979844,0.00868931
2000/12/14,0.013918132,0.000668756,0.020459502
2000/12/15,0.007487359,0.01261178,0.005979921
2000/12/18,-0.019817907,-0.017431846,-0.044755557
2000/12/19,0.010951604,0.001754335,-0.030014303
2000/12/20,0.010833975,0.003045017,0
2000/12/21,0.008655883,0.005395191,-0.018490774
2000/12/22,0.011851401,0.013423476,0.058438884
2000/12/26,-0.004443057,-0.006468449,-0.011623492
2000/12/27,-0.000811407,-0.002827987,0.018375382
2000/12/28,-0.013397859,-0.011725788,-0.005052092
2000/12/29,0.037036723,0.009184457,-0.003989684
2001/1/2,0.023809489,0.012944355,0.023670571
2001/1/3,-0.006976593,0.008282747,0.00640346
2001/1/4,0.014832092,0.010119228,0.029692467
2001/1/5,0.000769556,0.014409702,-0.003776025
2001/1/8,0.000384203,-0.001336179,0.004135087
2001/1/9,0.011525097,0.001001559,-0.006177057
2001/1/10,0.016710949,0.010453846,0.026588194
2001/1/11,0.005603301,-0.006961117,-0.030944975
2001/1/12,-0.01077271,-0.018090533,-0.015966883
2001/1/16,-0.003379619,-0.004433513,-0.006349188
2001/1/17,0.00339108,0.00310584,0.016684222
2001/1/18,-0.006008161,-0.006716128,-0.035963335
2001/1/19,0.011711375,0.005554424,-0.001086549
2001/1/22,-0.007094858,-0.00812989,-0.01269073
2001/1/23,0.035727407,0.016308708,0.024237993
2001/1/24,-0.017428906,-0.000670833,0.028684478
2001/1/25,0.001478194,0.013546192,0.000348217
2001/1/26,0.015867065,0.000907851,0.020557811
2001/1/29,0.013803322,-0.005643013,-0.027313412
2001/1/30,0.006090888,-0.004104972,-0.017198652
2001/1/31,-0.026709207,-0.020308669,-0.012857166
2001/2/1,0.014269674,-0.003233967,0.019174945
2001/2/2,-0.011543994,-0.006450533,0
2001/2/5,-0.004744496,-0.004132299,0.021299234
2001/2/6,-0.017234875,-0.025556665,-0.04970437
2001/2/7,0.004477514,0.005015683,-0.00512105
2001/2/8,-0.036404147,-0.047820446,-0.090073393
2001/2/9,-0.010023534,-0.000574918,-0.020606012
2001/2/12,-0.046728726,-0.066634464,-0.024752525
2001/2/13,0.044934821,0.047406848,0.060067943
2001/2/14,-0.053947976,-0.044152404,-0.049481429
2001/2/15,0.040908629,0.046290021,0.06213281
2001/2/16,-0.00357272,0.005261669,0.039920734
2001/2/20,0.016334415,0.021784622,-0.003040449
2001/2/21,1.90E-07,-0.009738545,-0.004956342
2001/2/22,-0.003944767,0.000947387,-0.010344831
2001/2/23,-0.022970221,-0.044593714,-0.0607822
2001/2/26,-0.025131734,-0.015008982,-0.080791039
2001/2/27,-0.002910788,0.000258041,-0.01569553
2001/2/28,0.030858981,0.034284878,0.04601409
2001/3/1,0.007281601,0.013119973,0.039633759
2001/3/2,-0.013252711,-0.01556552,-0.0318387
2001/3/5,0.027675839,0.01512161,0.026827964
2001/3/6,0.023365945,0.028280002,0.041297729
2001/3/7,0.015092981,0.002347025,-0.003237394
2001/3/8,0.014106049,0.004921982,0.00446592
2001/3/9,-0.014661841,-0.011871433,-0.029910865
2001/3/12,-0.015642653,-0.025281938,-0.038750022
2001/3/13,-0.011240135,-0.007436289,-0.005635236
2001/3/14,0.019208056,0.028646464,0.03923283
2001/3/15,0.008461562,-0.01061218,-0.009647478
2001/3/16,-0.018306478,-0.026705492,-0.02710739
2001/3/19,0.005827542,0.006965717,-0.003918105
2001/3/20,0.005793407,0.009120063,0.052447512
2001/3/21,0.017665216,0.013479805,0.01079775
2001/3/22,0.018490383,0.017187074,0.019720661
2001/3/23,0.00481678,0.005706697,0.039484082
2001/3/26,0.003318428,-0.009802587,-0.001162776
2001/3/27,-0.008452595,-0.001661005,0.009313104
2001/3/28,-0.036693638,-0.029390443,-0.006151653
2001/3/29,-0.035783217,-0.031883122,-0.008510231
2001/3/30,0,0.00608201,0.029262549
2001/4/2,0.01516393,0.023336146,-0.032600797
2001/4/3,0.0090404,0.010688382,0.026254122
2001/4/4,-0.00350578,-0.020691135,-0.061092233
2001/4/5,-0.005082096,0.00811423,-0.019113243
2001/4/6,-0.022003817,-0.024974129,0.011194034
2001/4/9,-0.014463827,-0.028451028,-0.027060288
2001/4/10,0.033020807,0.022488443,-0.002950091
2001/4/11,0.021705017,0.017865634,0.072273948
2001/4/12,0.017380965,0.018303664,0.062672426
2001/4/16,-0.003416879,-0.008163309,0.001112746
2001/4/17,0.026285885,0.034124985,0.032975575
2001/4/18,0.002227007,0.000544004,-0.009684363
2001/4/19,-0.001481194,0.009794704,0.006881194
2001/4/20,0.008160348,-0.002973672,0.005036315
2001/4/23,0.003310924,0.017380258,0.00393685
2001/4/24,-0.010634406,-0.019369883,-0.022459923
2001/4/25,0.012231272,0.020418716,0.033552003
2001/4/26,-0.006590859,-0.012649137,-0.02716988
2001/4/27,-0.003317382,0.004554179,-0.00834225
2001/4/30,0.00443772,0.018808765,0.025237744
2001/5/1,0.001104661,0.012872959,0.018551161
2001/5/2,-0.013975668,-0.020044725,-0.010507873
2001/5/3,-0.008206005,0.010536553,-0.009557528
2001/5/4,0.024821431,0.034291438,0.027877085
2001/5/7,-0.00990832,0.000389229,0.038595278
2001/5/8,-0.012972418,-0.024737503,-0.01673907
2001/5/9,-0.024032986,-0.027942247,-0.016683822
2001/5/10,0.00076984,0.016104668,-0.005886249
2001/5/11,0.019992028,0.018781808,0.130616508
2001/5/14,-0.010554397,-0.006280017,-0.004621068
2001/5/15,0.020952487,0.006295744,-0.032188057
2001/5/16,0.013432742,0.011735639,0.018228382
2001/5/17,-0.03534615,-0.036695143,-0.030150809
2001/5/18,0.003053394,0.008624177,0.014572523
2001/5/21,0.023972669,0.01948054,0.07373126
2001/5/22,-0.005574262,-0.009550142,-0.012485081
2001/5/23,0.006777428,0.004817164,0.021372513
2001/5/24,-0.025056186,-0.016616201,0.029767012
2001/5/25,-0.020329806,-0.016799952,-0.036061872
2001/5/29,-0.009396841,-0.000394679,-0.032066526
2001/5/30,-0.011857757,-0.018648495,-0.025766873
2001/5/31,-0.008399882,-0.004140842,0.009760901
2001/6/1,-0.012908464,-0.022095215,-0.019332535
2001/6/4,-0.006947487,-0.002685507,0.006677235
2001/6/5,0.023456774,0.029240425,0.028427006
2001/6/6,-0.001206393,0.002213653,-0.024877101
2001/6/7,0.029790659,0.043315307,0.03118109
2001/6/8,-0.011727871,-0.001908646,-0.00427646
2001/6/11,-0.002373372,-0.000240986,0.021472596
2001/6/12,0.019032521,0.010287015,0.033633773
2001/6/13,-0.00155639,0.001105749,0.01307378
2001/6/14,-0.002338224,0.002018355,-0.019501229
2001/6/15,-0.007812627,-0.02114181,-0.096519472
2001/6/18,0.011811076,0.016883353,0.004855936
2001/6/19,-0.007393456,-0.014914054,-0.020296421
2001/6/20,0.009800594,-0.00868601,-0.031568573
2001/6/21,-0.006599296,-0.011348367,-0.031239255
2001/6/22,-0.00117301,0.0032431,0.003154596
2001/6/25,0.017214725,0.00321615,-0.021662977
2001/6/26,-0.018076528,-0.011732826,-0.008928753
2001/6/27,0.019584697,0.029825423,0.0054054
2001/6/28,-0.010372673,0.001949506,-0.011827933
2001/6/29,0.001940817,0.00826555,0.00725406
2001/7/2,0.008524033,0.009035053,0.004681487
2001/7/3,0.000384119,7.91E-05,0.024014519
2001/7/5,-0.008448467,-0.012478002,-0.00210014
2001/7/6,0.007745781,0.010707087,0.007716281
2001/7/9,-0.002305782,-0.004291337,-0.005916981
2001/7/10,0.031201836,0.015473985,-0.016806756
2001/7/11,0.023533479,0.000187924,-0.01317683
2001/7/12,0.01021913,0.002943717,-0.021291769
2001/7/13,0.015534682,-0.002536961,-0.007743329
2001/7/16,-0.013162532,0.002261598,0.012634856
2001/7/17,0.003605091,0.00888577,0.013577652
2001/7/18,-0.00431026,0.000309597,0.022085596
2001/7/19,0.010100983,0.002336608,0.000708288
2001/7/20,0.008928182,-0.004947923,-0.193274354
2001/7/23,0.000354102,0.003552955,0.167178589
2001/7/24,-0.001061508,0.011107929,0.007894771
2001/7/25,-0.00389653,0.004938657,-0.001864774
2001/7/26,0.056543173,0.00066946,-0.005979308
2001/7/27,0.000673161,0.000471343,0.00639139
2001/7/30,-0.013117688,-0.001025817,0.024280683
2001/7/31,0.007498229,0.008679142,0.020058594
2001/8/1,-0.00202973,-0.005753891,0.034679603
2001/8/2,-0.009152889,-0.001592878,0.013476172
2001/8/3,0.013000254,-0.002522123,0.008182766
2001/8/6,-0.002701577,-0.000456947,-0.016908895
2001/8/7,0.012190917,0.008899606,0.01754388
2001/8/8,0.002007481,0.001095147,0.022650551
2001/8/9,0.009682576,0.014605357,0.029752153
2001/8/10,-0.001322805,-0.000423874,0.02086652
2001/8/13,0.004967069,0.002023382,-0.006289078
2001/8/14,0.010214324,0.002160211,0.010443071
2001/8/15,0.003587705,0.001474111,0.020356783
2001/8/16,-0.008774803,-0.006886303,-0.045426754
2001/8/17,0.0026229,0.006800039,0.012540206
2001/8/20,-0.004279077,-0.000939523,0.053350272
2001/8/21,-0.006611445,-0.005383206,0.012963662
2001/8/22,0.041264229,0.011025706,0.017262037
2001/8/23,-0.001278173,0.00234893,0.023112613
2001/8/24,0.00608004,0.000719923,-0.013439938
2001/8/27,-0.00540726,-0.003340107,-0.00811608
2001/8/28,0.003198235,0.004272002,0.009059211
2001/8/29,0.00350635,0.001672238,-0.022589072
2001/8/30,-0.004129554,0.001354559,-0.003851997
2001/8/31,0.016586939,0.003356333,0.005651521
2001/9/4,-0.004079318,-0.004736988,-0.011830914
2001/9/5,0.017328285,0.00615804,0.02993124
2001/9/6,-0.006503215,-0.003245756,-0.010752845
2001/9/7,-0.008728501,-0.003869694,-0.007931797
2001/9/10,-0.007547013,-0.015370161,-0.019543937
2001/9/17,0.008871867,0.006900622,0.00030211
2001/9/18,0.005339256,0.009817932,-0.001509444
2001/9/19,-0.000624711,0.00363125,0.050498732
2001/9/20,0.001563163,0.000160461,0.036557413
2001/9/21,0.019662755,0.018131549,0.002221444
2001/9/24,0.003060745,-0.001196262,-0.022166587
2001/9/25,0.002441255,0.005967199,-0.00821794
2001/9/26,-0.007610333,0.001119399,0.009143115
2001/9/27,-0.012269634,0.003973846,-0.009626385
2001/9/28,-0.006521905,-0.003000518,-0.000571612
2001/10/1,-0.002500704,-0.001871197,0.00543449
2001/10/2,0.002820494,-0.007206542,-0.021337109
2001/10/3,0.000312268,0.003108859,-0.009302172
2001/10/4,0.018119225,0.013885825,0.097417702
2001/10/5,-0.002147687,-0.002816775,0.014438509
2001/10/8,-0.010147799,-0.004941509,-0.002372183
2001/10/9,-0.002174522,-0.00160793,-0.013738203
2001/10/10,0.004358743,0.003698436,-0.002410946
2001/10/11,0.000929768,0.007504646,-0.01772284
2001/10/12,-0.010839231,-0.003988636,0.0390922
2001/10/15,-0.022855321,-0.010202524,-0.079189783
2001/10/16,0.009932637,-0.000629042,-0.014856885
2001/10/17,-0.013324691,-0.011358438,-0.038573189
2001/10/18,-0.020257373,-0.017081454,-0.020814481
2001/10/19,-0.003938257,0.007448896,0.019408528
2001/10/22,0.020757891,0.013779388,0.010576987
2001/10/23,-0.005487395,-0.012475001,0.004485642
2001/10/24,0.008763581,-0.0005036,-0.039892603
2001/10/25,0.011582882,0.015486674,-0.000310277
2001/10/26,-0.009542219,-0.004055289,0.013027351
2001/10/29,-0.004174415,-0.005934397,0.015309453
2001/10/30,0.045468946,0.001169266,0
2001/10/31,-0.009253483,-0.00840757,-0.036791556
2001/11/1,-0.006226533,0.003679773,-0.003757109
2001/11/2,0.008772105,0.013644592,0.034255407
2001/11/5,-0.002795387,0.006680166,0.017623958
2001/11/6,-0.004048533,0.002414324,-0.004478944
2001/11/7,0.001250892,-0.003883502,-0.006298712
2001/11/8,-0.000312369,0.005658384,0.01961955
2001/11/9,-0.006560545,-0.002496684,0.00473661
2001/11/12,-0.001257674,-0.007658871,-0.043606465
2001/11/13,-0.024559258,-0.016147209,-0.019408528
2001/11/14,-0.010651935,0.000350581,0.020106933
2001/11/15,-0.004894123,-0.004278673,-0.070218633
2001/11/16,0.008524484,-0.006702266,-0.004306223
2001/11/19,-0.000649866,0.002517411,0.09647363
2001/11/20,0.013662634,-0.003387341,-0.021541114
2001/11/21,-0.015404274,-0.011112864,-0.067907042
2001/11/23,-0.008858288,-0.005745837,-0.020958052
2001/11/26,-0.010261362,-0.004403819,-0.008494907
2001/11/27,-0.00602008,-0.015051376,-0.020904382
2001/11/28,-0.015141114,-0.007387777,-0.03535214
2001/11/29,0.016398807,0.016035901,0.04390441
2001/11/30,0.000336311,0.000486337,0.070559469
2001/12/3,-0.021841319,0.001693703,0.007143037
2001/12/4,-0.001374335,0.001380032,-0.023855461
2001/12/5,-0.000344016,-0.002165632,-0.015522086
2001/12/6,0.017205747,0.011078978,0.063066442
2001/12/7,-0.007442418,-0.014334892,-0.040391628
2001/12/10,-0.005112432,-0.002276666,-0.029924026
2001/12/11,-0.025351318,-0.024642585,-0.04576272
2001/12/12,0.003515048,0.000109554,-0.009591476
2001/12/13,-0.001400962,0.005726851,0.001076026
2001/12/14,0.029463298,0.023049401,0.046936375
2001/12/17,-0.004088648,-0.000106464,-0.009924541
2001/12/18,0.014368777,0.008114164,0.039750771
2001/12/19,-0.02529506,-0.012620114,-0.031914846
2001/12/20,0.013495138,0.011650737,0.018543904
2001/12/21,-0.005462992,-0.007023251,0.003709033
2001/12/24,0.007209133,0.010814653,-0.012764862
2001/12/26,0.023176449,0.010337815,0.017693274
2001/12/27,-0.005995702,0.001444747,0.064527141
2001/12/28,0.028820362,0.009815695,0.007851413
2001/12/31,0.007491496,-0.001686357,0.052664584
2002/1/2,-0.02554119,-0.022261677,-0.047069352
2002/1/3,0.018579953,0.007174604,0.049705054
2002/1/4,-0.027036072,-0.015954853,-0.020124529
2002/1/7,0.00502172,0.004772721,-0.045303604
2002/1/8,0.004996706,0.008984906,0.011072776
2002/1/9,-0.008617834,-0.0021098,-0.017209104
2002/1/10,0.022734694,0.024920239,-0.003820504
2002/1/11,-0.000980535,0.002459311,-0.02844336
2002/1/14,0.006544243,0.006232111,0.008552363
2002/1/15,-0.001950079,-0.004687023,0.018591051
2002/1/16,-0.016612667,-0.009432649,-0.007684934
2002/1/17,-0.006293272,-0.001638832,0.016134106
2002/1/18,-0.008666824,-0.008125926,-0.006986067
2002/1/22,-0.014794904,-1.49E-05,0.007675102
2002/1/23,-0.022866695,-0.004987097,0.037765656
2002/1/24,0.026545462,0.016497362,0.047400456
2002/1/25,0.001701352,-0.002314314,0.049926945
2002/1/28,0.007472753,0.007409673,-0.072580668
2002/1/29,0.026635141,0.006680491,-0.035981982
2002/1/30,0.007224811,0.0027171,0.003732568
2002/1/31,-0.017932739,-0.01006166,-0.014874528
2002/2/1,-0.027888169,-0.008909056,-0.035545673
2002/2/4,-0.00443989,-0.009040933,-0.026745049
2002/2/5,-0.010977732,-0.000313861,-0.029825617
2002/2/6,0.01144646,0.016540975,-0.028324869
2002/2/7,0.020576037,0.019080566,0.049057959
2002/2/8,-0.004032319,-0.00048336,-0.073195507
2002/2/11,-0.005735805,-0.004316828,0.002559557
2002/2/12,-0.00203584,-0.00289998,-0.042669558
